session,block,series,query,config,runs,exec_median,exec_p25,exec_p75,exec_min,exec_max,plan_median,plan_p25,plan_p75,index_used_runs,indexes_used,plan_shapes,shared_hit,top_rows,scan_plan_rows,rows_removed_filter,rows_removed_recheck,exact_heap_blocks,lossy_heap_blocks,rows_ok
2,D1,D1@J-0y,D1,J-0y,15,33.19,31.234,34.933,30.449,46.59,0.04,0.037,0.043,0,,Seq Scan on jsonb_doc,981,410,1,4590,0,0,0,True
2,D1,D1@J-2,D1,J-2,15,2.746,2.621,2.907,2.443,4.298,0.5,0.473,0.577,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,395,410,1,0,0,0,0,True
2,D1,D1@J-4,D1,J-4,15,0.595,0.532,0.785,0.42,1.032,0.468,0.425,0.564,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,393,410,1,0,0,0,0,True
2,D1,D1@J-4c,D1,J-4c,15,9.002,8.47,9.309,8.155,14.928,0.036,0.034,0.037,0,,Seq Scan on jsonb_geog,879,410,1,4590,0,0,0,True
2,D1,D1@Y-0,D1,Y-0,15,8.016,7.807,8.388,7.394,8.688,0.034,0.032,0.038,0,,Seq Scan on flat_geog,39,410,1,4590,0,0,0,True
2,D1,D1@Y-1,D1,Y-1,15,0.436,0.411,0.462,0.395,0.564,0.457,0.426,0.487,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,149,410,1,0,0,0,0,True
2,D1,D1@Y-2,D1,Y-2,15,0.849,0.766,0.913,0.727,0.963,0.465,0.426,0.516,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,425,410,1,0,0,0,0,True
2,D1,MD1@G-0,MD1,G-0,15,1.107,1.059,1.172,1.023,2.459,0.092,0.071,0.107,0,,Seq Scan on flat_geom,39,410,2,4590,0,0,0,True
2,D1,MD1@G-1,MD1,G-1,15,0.581,0.549,0.604,0.529,0.7,0.098,0.076,0.112,15,flat_geom_gist_idx,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],42,410,2,0,0,39,0,True
2,D1-s,D1-s@J-0y,D1-s,J-0y,15,28.012,26.317,28.933,24.833,40.41,0.039,0.037,0.041,0,,Seq Scan on jsonb_doc,981,410,1,4590,0,0,0,True
2,D1-s,D1-s@J-2,D1-s,J-2,15,2.763,2.694,2.839,2.352,2.965,0.476,0.433,0.513,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,395,410,1,0,0,0,0,True
2,D1-s,D1-s@J-4,D1-s,J-4,15,0.515,0.488,0.584,0.453,0.641,0.428,0.399,0.445,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,393,410,1,0,0,0,0,True
2,D1-s,D1-s@J-4c,D1-s,J-4c,15,3.226,3.149,3.469,2.986,3.93,0.033,0.031,0.037,0,,Seq Scan on jsonb_geog,879,410,1,4590,0,0,0,True
2,D1-s,D1-s@Y-0,D1-s,Y-0,15,2.619,2.414,2.78,2.314,3.283,0.031,0.03,0.035,0,,Seq Scan on flat_geog,39,410,1,4590,0,0,0,True
2,D1-s,D1-s@Y-1,D1-s,Y-1,15,0.417,0.386,0.492,0.364,0.756,0.463,0.417,0.485,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,149,410,1,0,0,0,0,True
2,D1-s,D1-s@Y-2,D1-s,Y-2,15,0.845,0.759,0.968,0.68,1.004,0.465,0.429,0.494,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,425,410,1,0,0,0,0,True
2,D2,D2@J-0y,D2,J-0y,15,32.088,31.667,33.448,31.209,43.955,0.04,0.038,0.046,0,,Seq Scan on jsonb_doc,981,1101,1,3899,0,0,0,True
2,D2,D2@J-2,D2,J-2,15,6.916,6.69,7.094,6.596,12.815,0.533,0.502,0.548,15,jsonb_doc_expr_geog_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geog_gist_idx],710,1101,1,0,0,699,0,True
2,D2,D2@J-4,D2,J-4,15,1.498,1.379,1.585,1.341,1.658,0.481,0.435,0.486,15,jsonb_geog_gist_idx,Bitmap Heap Scan on jsonb_geog_gist [Bitmap Index Scan using jsonb_geog_gist_idx],682,1101,1,0,0,668,0,True
2,D2,D2@J-4c,D2,J-4c,15,7.905,7.595,8.136,7.273,10.199,0.034,0.033,0.035,0,,Seq Scan on jsonb_geog,879,1101,1,3899,0,0,0,True
2,D2,D2@Y-0,D2,Y-0,15,7.241,6.861,7.952,6.686,8.875,0.037,0.035,0.041,0,,Seq Scan on flat_geog,39,1101,1,3899,0,0,0,True
2,D2,D2@Y-1,D2,Y-1,15,1.114,1.022,1.224,0.958,1.357,0.476,0.428,0.526,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,418,1101,1,0,0,0,0,True
2,D2,D2@Y-2,D2,Y-2,15,1.484,1.377,1.585,1.302,3.109,0.488,0.427,0.515,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,951,1101,1,0,0,0,0,True
2,D2,MD2@G-0,MD2,G-0,15,2.148,1.95,2.162,1.825,2.286,0.081,0.076,0.095,0,,Seq Scan on flat_geom,39,1101,441,3899,0,0,0,True
2,D2,MD2@G-1,MD2,G-1,15,1.765,1.698,1.914,1.543,1.972,0.098,0.085,0.117,15,flat_geom_gist_idx,Index Scan using flat_geom_gist_idx,1080,1101,441,0,0,0,0,True
2,D2-s,D2-s@J-0y,D2-s,J-0y,15,26.856,25.876,27.947,25.361,31.418,0.04,0.038,0.044,0,,Seq Scan on jsonb_doc,981,1101,1,3899,0,0,0,True
2,D2-s,D2-s@J-2,D2-s,J-2,15,7.493,6.907,7.587,6.383,8.19,0.505,0.469,0.525,15,jsonb_doc_expr_geog_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geog_gist_idx],710,1101,1,0,0,699,0,True
2,D2-s,D2-s@J-4,D2-s,J-4,15,1.454,1.422,1.62,1.256,1.76,0.474,0.445,0.517,15,jsonb_geog_gist_idx,Bitmap Heap Scan on jsonb_geog_gist [Bitmap Index Scan using jsonb_geog_gist_idx],682,1101,1,0,0,668,0,True
2,D2-s,D2-s@J-4c,D2-s,J-4c,15,3.675,3.362,3.769,3.107,4.054,0.037,0.032,0.039,0,,Seq Scan on jsonb_geog,879,1101,1,3899,0,0,0,True
2,D2-s,D2-s@Y-0,D2-s,Y-0,15,2.807,2.64,2.987,2.446,5.125,0.035,0.033,0.038,0,,Seq Scan on flat_geog,39,1101,1,3899,0,0,0,True
2,D2-s,D2-s@Y-1,D2-s,Y-1,15,1.062,0.991,1.203,0.893,2.011,0.462,0.449,0.52,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,418,1101,1,0,0,0,0,True
2,D2-s,D2-s@Y-2,D2-s,Y-2,15,1.506,1.373,1.61,1.217,2.602,0.469,0.432,0.519,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,951,1101,1,0,0,0,0,True
2,D3,D3@J-0y,D3,J-0y,15,32.678,31.229,34.936,30.085,45.023,0.039,0.037,0.044,0,,Seq Scan on jsonb_doc,981,599,1,4401,0,0,0,True
2,D3,D3@J-2,D3,J-2,15,3.912,3.636,4.076,3.452,4.8,0.567,0.537,0.63,15,jsonb_doc_expr_geog_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geog_gist_idx],463,599,1,0,0,454,0,True
2,D3,D3@J-4,D3,J-4,15,0.85,0.828,0.912,0.793,1.075,0.511,0.498,0.577,15,jsonb_geog_gist_idx,Bitmap Heap Scan on jsonb_geog_gist [Bitmap Index Scan using jsonb_geog_gist_idx],463,599,1,0,0,454,0,True
2,D3,D3@J-4c,D3,J-4c,15,8.056,7.786,8.358,7.716,14.196,0.034,0.034,0.037,0,,Seq Scan on jsonb_geog,879,599,1,4401,0,0,0,True
2,D3,D3@Y-0,D3,Y-0,15,7.334,7.132,7.743,7.014,12.685,0.036,0.033,0.042,0,,Seq Scan on flat_geog,39,599,1,4401,0,0,0,True
2,D3,D3@Y-1,D3,Y-1,15,0.596,0.536,0.622,0.507,0.681,0.532,0.487,0.557,15,flat_geog_gist_idx,Bitmap Heap Scan on flat_geog_gist [Bitmap Index Scan using flat_geog_gist_idx],45,599,1,0,0,39,0,True
2,D3,D3@Y-2,D3,Y-2,15,0.959,0.89,1.015,0.786,1.145,0.553,0.516,0.599,15,flat_geog_spgist_idx,Bitmap Heap Scan on flat_geog_spgist [Bitmap Index Scan using flat_geog_spgist_idx],188,599,1,0,0,39,0,True
2,D3-s,D3-s@J-0y,D3-s,J-0y,15,27.508,26.42,29.219,26.169,30.002,0.039,0.037,0.042,0,,Seq Scan on jsonb_doc,981,599,1,4401,0,0,0,True
2,D3-s,D3-s@J-2,D3-s,J-2,15,4.096,3.765,4.269,3.463,5.944,0.613,0.548,0.676,15,jsonb_doc_expr_geog_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geog_gist_idx],463,599,1,0,0,454,0,True
2,D3-s,D3-s@J-4,D3-s,J-4,15,0.854,0.789,0.914,0.691,1.369,0.528,0.504,0.582,15,jsonb_geog_gist_idx,Bitmap Heap Scan on jsonb_geog_gist [Bitmap Index Scan using jsonb_geog_gist_idx],463,599,1,0,0,454,0,True
2,D3-s,D3-s@J-4c,D3-s,J-4c,15,3.365,3.253,3.765,3.12,4.733,0.034,0.031,0.037,0,,Seq Scan on jsonb_geog,879,599,1,4401,0,0,0,True
2,D3-s,D3-s@Y-0,D3-s,Y-0,15,2.779,2.48,2.848,2.367,4.512,0.034,0.03,0.037,0,,Seq Scan on flat_geog,39,599,1,4401,0,0,0,True
2,D3-s,D3-s@Y-1,D3-s,Y-1,15,0.58,0.559,0.614,0.525,0.989,0.538,0.507,0.568,15,flat_geog_gist_idx,Bitmap Heap Scan on flat_geog_gist [Bitmap Index Scan using flat_geog_gist_idx],45,599,1,0,0,39,0,True
2,D3-s,D3-s@Y-2,D3-s,Y-2,15,0.991,0.936,1.129,0.86,1.609,0.555,0.522,0.609,15,flat_geog_spgist_idx,Bitmap Heap Scan on flat_geog_spgist [Bitmap Index Scan using flat_geog_spgist_idx],188,599,1,0,0,39,0,True
2,D4,D4@J-0y,D4,J-0y,15,32.157,30.693,32.887,29.52,47.259,0.042,0.04,0.047,0,,Seq Scan on jsonb_doc,981,2059,1,2941,0,0,0,True
2,D4,D4@J-2,D4,J-2,15,12.684,12.329,13.764,12.092,19.449,1.206,1.136,1.276,15,jsonb_doc_expr_geog_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geog_gist_idx],936,2059,1,0,0,914,0,True
2,D4,D4@J-4,D4,J-4,15,2.38,2.29,2.602,2.223,2.865,1.167,1.046,1.259,15,jsonb_geog_gist_idx,Bitmap Heap Scan on jsonb_geog_gist [Bitmap Index Scan using jsonb_geog_gist_idx],852,2059,1,0,0,826,0,True
2,D4,D4@J-4c,D4,J-4c,15,6.895,6.347,7.106,6.184,10.144,0.038,0.036,0.055,0,,Seq Scan on jsonb_geog,879,2059,1,2941,0,0,0,True
2,D4,D4@Y-0,D4,Y-0,15,5.878,5.559,6.287,5.45,6.849,0.036,0.035,0.04,0,,Seq Scan on flat_geog,39,2059,1,2941,0,0,0,True
2,D4,D4@Y-1,D4,Y-1,15,1.894,1.79,1.924,1.701,2.292,1.124,1.077,1.169,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,685,2059,1,0,0,0,0,True
2,D4,D4@Y-2,D4,Y-2,15,2.335,2.255,2.462,2.103,2.71,1.154,1.1,1.281,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,1552,2059,1,0,0,0,0,True
2,D4-s,D4-s@J-0y,D4-s,J-0y,15,27.443,25.563,28.917,24.774,41.116,0.04,0.039,0.046,0,,Seq Scan on jsonb_doc,981,2059,1,2941,0,0,0,True
2,D4-s,D4-s@J-2,D4-s,J-2,15,12.76,12.202,13.661,11.699,14.31,1.211,1.121,1.324,15,jsonb_doc_expr_geog_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geog_gist_idx],936,2059,1,0,0,914,0,True
2,D4-s,D4-s@J-4,D4-s,J-4,15,2.322,2.204,2.484,2.075,2.857,1.08,1.035,1.146,15,jsonb_geog_gist_idx,Bitmap Heap Scan on jsonb_geog_gist [Bitmap Index Scan using jsonb_geog_gist_idx],852,2059,1,0,0,826,0,True
2,D4-s,D4-s@J-4c,D4-s,J-4c,15,3.429,3.247,3.592,3.069,3.725,0.034,0.031,0.036,0,,Seq Scan on jsonb_geog,879,2059,1,2941,0,0,0,True
2,D4-s,D4-s@Y-0,D4-s,Y-0,15,2.793,2.538,3.02,2.475,3.233,0.034,0.032,0.036,0,,Seq Scan on flat_geog,39,2059,1,2941,0,0,0,True
2,D4-s,D4-s@Y-1,D4-s,Y-1,15,1.846,1.732,1.974,1.702,2.121,1.06,1.043,1.182,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,685,2059,1,0,0,0,0,True
2,D4-s,D4-s@Y-2,D4-s,Y-2,15,2.373,2.152,2.436,2.054,2.979,1.188,1.115,1.253,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,1552,2059,1,0,0,0,0,True
2,D5,D5@J-0y,D5,J-0y,15,33.543,32.904,35.172,31.604,46.966,0.041,0.038,0.055,0,,Seq Scan on jsonb_doc,981,262,1,4738,0,0,0,True
2,D5,D5@J-2,D5,J-2,15,4.909,4.585,5.591,4.455,7.735,1.062,0.982,1.148,15,jsonb_doc_expr_geog_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geog_gist_idx],455,262,1,309,0,449,0,True
2,D5,D5@J-4,D5,J-4,15,1.605,1.553,1.836,1.469,2.369,0.928,0.871,1.038,15,jsonb_geog_gist_idx,Bitmap Heap Scan on jsonb_geog_gist [Bitmap Index Scan using jsonb_geog_gist_idx],439,262,1,309,0,432,0,True
2,D5,D5@J-4c,D5,J-4c,15,9.306,8.728,10.63,8.604,13.982,0.035,0.034,0.04,0,,Seq Scan on jsonb_geog,879,262,1,4738,0,0,0,True
2,D5,D5@Y-0,D5,Y-0,15,8.544,7.944,8.974,7.689,11.933,0.035,0.032,0.04,0,,Seq Scan on flat_geog,39,262,1,4738,0,0,0,True
2,D5,D5@Y-1,D5,Y-1,15,1.313,1.24,1.464,1.208,1.581,0.926,0.891,1.019,15,flat_geog_gist_idx,Bitmap Heap Scan on flat_geog_gist [Bitmap Index Scan using flat_geog_gist_idx],46,262,1,309,0,39,0,True
2,D5,D5@Y-2,D5,Y-2,15,1.707,1.638,1.767,1.477,1.946,0.971,0.891,1.026,15,flat_geog_spgist_idx,Bitmap Heap Scan on flat_geog_spgist [Bitmap Index Scan using flat_geog_spgist_idx],188,262,1,309,0,39,0,True
2,D5-s,D5-s@J-0y,D5-s,J-0y,15,27.127,26.146,28.271,24.419,30.452,0.037,0.035,0.039,0,,Seq Scan on jsonb_doc,981,262,1,4738,0,0,0,True
2,D5-s,D5-s@J-2,D5-s,J-2,15,3.95,3.581,4.12,3.427,4.235,1.006,0.919,1.076,15,jsonb_doc_expr_geog_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geog_gist_idx],455,262,1,309,0,449,0,True
2,D5-s,D5-s@J-4,D5-s,J-4,15,0.749,0.711,0.833,0.651,1.076,0.878,0.853,0.927,15,jsonb_geog_gist_idx,Bitmap Heap Scan on jsonb_geog_gist [Bitmap Index Scan using jsonb_geog_gist_idx],439,262,1,309,0,432,0,True
2,D5-s,D5-s@J-4c,D5-s,J-4c,15,3.156,3.003,3.294,2.948,4.301,0.032,0.031,0.036,0,,Seq Scan on jsonb_geog,879,262,1,4738,0,0,0,True
2,D5-s,D5-s@Y-0,D5-s,Y-0,15,2.392,2.326,2.592,2.198,2.787,0.032,0.031,0.034,0,,Seq Scan on flat_geog,39,262,1,4738,0,0,0,True
2,D5-s,D5-s@Y-1,D5-s,Y-1,15,0.471,0.452,0.519,0.426,0.575,0.981,0.866,1.001,15,flat_geog_gist_idx,Bitmap Heap Scan on flat_geog_gist [Bitmap Index Scan using flat_geog_gist_idx],46,262,1,309,0,39,0,True
2,D5-s,D5-s@Y-2,D5-s,Y-2,15,0.853,0.791,0.934,0.706,1.147,0.973,0.864,1.074,15,flat_geog_spgist_idx,Bitmap Heap Scan on flat_geog_spgist [Bitmap Index Scan using flat_geog_spgist_idx],188,262,1,309,0,39,0,True
2,D6,D6@J-0y,D6,J-0y,15,34.252,32.046,35.736,30.631,45.876,0.042,0.038,0.053,0,,Seq Scan on jsonb_doc,981,15,1,4985,0,0,0,True
2,D6,D6@J-2,D6,J-2,15,0.319,0.274,0.338,0.26,0.409,0.502,0.446,0.535,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,30,15,1,13,0,0,0,True
2,D6,D6@J-4,D6,J-4,15,0.091,0.088,0.1,0.077,0.19,0.437,0.416,0.455,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,31,15,1,13,0,0,0,True
2,D6,D6@J-4c,D6,J-4c,15,9.216,8.85,9.79,8.476,10.874,0.034,0.032,0.041,0,,Seq Scan on jsonb_geog,879,15,1,4985,0,0,0,True
2,D6,D6@Y-0,D6,Y-0,15,8.457,8.049,9.222,7.729,12.802,0.035,0.03,0.04,0,,Seq Scan on flat_geog,39,15,1,4985,0,0,0,True
2,D6,D6@Y-1,D6,Y-1,15,0.108,0.101,0.121,0.087,0.186,0.472,0.43,0.491,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,26,15,1,13,0,0,0,True
2,D6,D6@Y-2,D6,Y-2,15,0.507,0.443,0.577,0.403,0.839,0.478,0.433,0.526,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,173,15,1,13,0,0,0,True
2,D6,MD6@G-0,MD6,G-0,15,0.686,0.643,0.721,0.611,1.284,0.079,0.065,0.098,0,,Seq Scan on flat_geom,39,15,1,4985,0,0,0,True
2,D6,MD6@G-1,MD6,G-1,15,0.068,0.064,0.075,0.061,0.119,0.09,0.076,0.104,15,flat_geom_gist_idx,Index Scan using flat_geom_gist_idx,25,15,1,7,0,0,0,True
2,D6-s,D6-s@J-0y,D6-s,J-0y,15,26.948,26.017,29.492,24.771,36.286,0.038,0.034,0.043,0,,Seq Scan on jsonb_doc,981,15,1,4985,0,0,0,True
2,D6-s,D6-s@J-2,D6-s,J-2,15,0.291,0.243,0.337,0.229,0.409,0.491,0.432,0.544,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,30,15,1,13,0,0,0,True
2,D6-s,D6-s@J-4,D6-s,J-4,15,0.071,0.06,0.074,0.058,0.144,0.427,0.408,0.449,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,31,15,1,13,0,0,0,True
2,D6-s,D6-s@J-4c,D6-s,J-4c,15,3.28,3.108,3.526,2.793,3.657,0.033,0.03,0.036,0,,Seq Scan on jsonb_geog,879,15,1,4985,0,0,0,True
2,D6-s,D6-s@Y-0,D6-s,Y-0,15,2.581,2.446,2.731,2.358,2.993,0.032,0.03,0.034,0,,Seq Scan on flat_geog,39,15,1,4985,0,0,0,True
2,D6-s,D6-s@Y-1,D6-s,Y-1,15,0.091,0.084,0.116,0.068,0.153,0.453,0.408,0.464,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,26,15,1,13,0,0,0,True
2,D6-s,D6-s@Y-2,D6-s,Y-2,15,0.428,0.379,0.531,0.322,0.668,0.452,0.419,0.505,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,173,15,1,13,0,0,0,True
2,D7,D7@J-0y,D7,J-0y,15,30.595,28.28,31.967,26.492,43.91,0.038,0.037,0.04,0,,Seq Scan on jsonb_doc,981,1,1,4999,0,0,0,True
2,D7,D7@J-2,D7,J-2,15,0.049,0.041,0.065,0.033,0.082,0.501,0.451,0.536,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,3,1,1,0,0,0,0,True
2,D7,D7@J-4,D7,J-4,15,0.032,0.027,0.045,0.026,0.072,0.43,0.407,0.465,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,3,1,1,0,0,0,0,True
2,D7,D7@J-4c,D7,J-4c,15,5.251,4.794,5.462,4.673,6.312,0.038,0.034,0.042,0,,Seq Scan on jsonb_geog,879,1,1,4999,0,0,0,True
2,D7,D7@Y-0,D7,Y-0,15,4.383,4.161,4.542,4.003,4.821,0.032,0.031,0.037,0,,Seq Scan on flat_geog,39,1,1,4999,0,0,0,True
2,D7,D7@Y-1,D7,Y-1,15,0.04,0.034,0.045,0.029,0.059,0.429,0.411,0.461,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,3,1,1,0,0,0,0,True
2,D7,D7@Y-2,D7,Y-2,15,0.403,0.357,0.456,0.329,0.566,0.454,0.431,0.506,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,150,1,1,0,0,0,0,True
2,D7-s,D7-s@J-0y,D7-s,J-0y,15,26.432,25.753,29.103,25.127,32.123,0.039,0.035,0.041,0,,Seq Scan on jsonb_doc,981,1,1,4999,0,0,0,True
2,D7-s,D7-s@J-2,D7-s,J-2,15,0.042,0.036,0.046,0.033,0.095,0.482,0.464,0.528,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,3,1,1,0,0,0,0,True
2,D7-s,D7-s@J-4,D7-s,J-4,15,0.033,0.03,0.043,0.025,0.09,0.457,0.408,0.474,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,3,1,1,0,0,0,0,True
2,D7-s,D7-s@J-4c,D7-s,J-4c,15,3.389,3.254,3.529,2.903,3.833,0.035,0.031,0.037,0,,Seq Scan on jsonb_geog,879,1,1,4999,0,0,0,True
2,D7-s,D7-s@Y-0,D7-s,Y-0,15,2.832,2.648,3.441,2.437,4.493,0.036,0.033,0.045,0,,Seq Scan on flat_geog,39,1,1,4999,0,0,0,True
2,D7-s,D7-s@Y-1,D7-s,Y-1,15,0.038,0.033,0.068,0.028,0.131,0.482,0.451,0.566,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,3,1,1,0,0,0,0,True
2,D7-s,D7-s@Y-2,D7-s,Y-2,15,0.401,0.368,0.463,0.32,0.828,0.481,0.451,0.521,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,150,1,1,0,0,0,0,True
2,K1,K1@J-0y,K1,J-0y,15,28.241,27.42,29.233,26.398,30.36,0.046,0.044,0.049,0,,Limit [Sort [Seq Scan on jsonb_doc]],981,10,5000,0,0,0,0,True
2,K1,K1@J-2,K1,J-2,15,0.194,0.18,0.202,0.162,0.247,0.066,0.057,0.074,15,jsonb_doc_expr_geog_gist_idx,Limit [Index Scan using jsonb_doc_expr_geog_gist_idx],14,10,5000,0,0,0,0,True
2,K1,K1@J-4,K1,J-4,15,0.113,0.111,0.116,0.103,0.123,0.043,0.041,0.045,15,jsonb_geog_gist_idx,Limit [Index Scan using jsonb_geog_gist_idx],14,10,5000,0,0,0,0,True
2,K1,K1@J-4c,K1,J-4c,15,3.891,3.698,3.979,3.458,4.087,0.041,0.034,0.042,0,,Limit [Sort [Seq Scan on jsonb_geog]],879,10,5000,0,0,0,0,True
2,K1,K1@Y-0,K1,Y-0,15,3.057,2.983,3.231,2.78,3.389,0.037,0.035,0.039,0,,Limit [Sort [Seq Scan on flat_geog]],39,10,5000,0,0,0,0,True
2,K1,K1@Y-1,K1,Y-1,15,0.102,0.097,0.108,0.087,0.174,0.043,0.04,0.049,15,flat_geog_gist_idx,Limit [Index Scan using flat_geog_gist_idx],13,10,5000,0,0,0,0,True
2,K1,K1@Y-2,K1,Y-2,15,3.2,3.097,3.258,2.78,3.78,0.045,0.04,0.052,0,,Limit [Sort [Seq Scan on flat_geog_spgist]],39,10,5000,0,0,0,0,True
2,K1,K1g@G-0,K1g,G-0,15,1.571,1.504,1.613,1.384,1.715,0.036,0.032,0.038,0,,Limit [Sort [Seq Scan on flat_geom]],39,10,5000,0,0,0,0,True
2,K1,K1g@G-1,K1g,G-1,15,0.056,0.053,0.059,0.047,0.065,0.04,0.039,0.044,15,flat_geom_gist_idx,Limit [Index Scan using flat_geom_gist_idx],13,10,5000,0,0,0,0,True
2,K2,K2@J-0y,K2,J-0y,15,28.305,27.157,29.309,24.898,35.93,0.046,0.042,0.048,0,,Limit [Sort [Seq Scan on jsonb_doc]],981,100,5000,0,0,0,0,True
2,K2,K2@J-2,K2,J-2,15,1.4,1.325,1.467,1.168,1.566,0.062,0.055,0.07,15,jsonb_doc_expr_geog_gist_idx,Limit [Index Scan using jsonb_doc_expr_geog_gist_idx],103,100,5000,0,0,0,0,True
2,K2,K2@J-4,K2,J-4,15,0.305,0.297,0.324,0.295,0.343,0.039,0.038,0.042,15,jsonb_geog_gist_idx,Limit [Index Scan using jsonb_geog_gist_idx],104,100,5000,0,0,0,0,True
2,K2,K2@J-4c,K2,J-4c,15,3.783,3.574,3.881,3.391,5.707,0.038,0.034,0.04,0,,Limit [Sort [Seq Scan on jsonb_geog]],879,100,5000,0,0,0,0,True
2,K2,K2@Y-0,K2,Y-0,15,2.939,2.88,3.052,2.697,3.193,0.033,0.032,0.036,0,,Limit [Sort [Seq Scan on flat_geog]],39,100,5000,0,0,0,0,True
2,K2,K2@Y-1,K2,Y-1,15,0.254,0.237,0.261,0.224,0.277,0.041,0.036,0.043,15,flat_geog_gist_idx,Limit [Index Scan using flat_geog_gist_idx],100,100,5000,0,0,0,0,True
2,K2,K2@Y-2,K2,Y-2,15,3.094,2.887,3.292,2.771,3.342,0.048,0.036,0.056,0,,Limit [Sort [Seq Scan on flat_geog_spgist]],39,100,5000,0,0,0,0,True
2,K3,K3@G-0,K3,G-0,15,1.515,1.457,1.593,1.317,1.841,0.034,0.033,0.037,0,,Limit [Sort [Seq Scan on flat_geom]],39,10,5000,0,0,0,0,True
2,K3,K3@G-1,K3,G-1,15,0.063,0.061,0.067,0.055,0.099,0.042,0.041,0.046,15,flat_geom_gist_idx,Limit [Index Scan using flat_geom_gist_idx],13,10,5000,0,0,0,0,True
2,K3,K3@G-2,K3,G-2,15,1.537,1.444,1.638,1.322,1.711,0.04,0.038,0.042,0,,Limit [Sort [Seq Scan on flat_geom_spgist]],39,10,5000,0,0,0,0,True
2,K3,K3@G-3,K3,G-3,15,1.649,1.599,1.698,1.321,1.796,0.042,0.038,0.045,0,,Limit [Sort [Seq Scan on flat_geom_brin]],39,10,5000,0,0,0,0,True
2,K3,K3@J-0g,K3,J-0g,15,26.073,25.023,26.833,23.959,27.652,0.044,0.042,0.048,0,,Limit [Sort [Seq Scan on jsonb_doc]],981,10,5000,0,0,0,0,True
2,K3,K3@J-1,K3,J-1,15,0.157,0.153,0.162,0.149,0.176,0.059,0.056,0.072,15,jsonb_doc_expr_geom_gist_idx,Limit [Index Scan using jsonb_doc_expr_geom_gist_idx],13,10,5000,0,0,0,0,True
2,K3,K3@J-3,K3,J-3,15,0.065,0.063,0.066,0.055,0.108,0.042,0.039,0.046,15,jsonb_geom_gist_idx,Limit [Index Scan using jsonb_geom_gist_idx],13,10,5000,0,0,0,0,True
